,loan_amnt,funded_amnt,funded_amnt_inv,term_mths,int_rate_pct,installment,grade,sub_grade,emp_title,emp_length_yrs,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,pub_rec_bankruptcies,actual_status,predicted_status
13421,7000,7000,6975.0,36,0.1059,227.82,2,7,12506,11,1,43200.0,1,8,0,5,16422,650,43,3.47,0,89,0,68,0,12,0,3860,0.152,23,0,0,5011.1,4993.24,3216.56,874.84,0.0,16,227.82,1,0,1,0,1,1
15677,8000,8000,8000.0,36,0.0729,248.08,1,4,11432,3,1,86000.0,1,9,0,2,7354,691,6,2.53,0,242,2,62,0,5,0,10208,0.619,21,0,0,8916.408447,8916.41,8000.0,916.41,0.0,20,1235.58,45,0,1,0,2,2
26614,1000,1000,1000.0,36,0.0676,30.77,1,2,9632,4,1,20500.0,1,18,0,12,2096,534,25,9.48,0,37,0,0,0,7,0,4356,0.343,27,0,0,1107.649903,1107.65,1000.0,107.65,0.0,26,32.0,62,0,1,0,2,2
20252,8000,8000,7950.0,60,0.1446,188.06,4,17,19201,6,4,35004.0,3,12,0,3,4864,64,31,2.74,2,101,0,7,0,7,0,2467,0.602,10,0,0,10963.58522,10895.06,8000.0,2963.59,0.0,22,3091.18,45,0,1,0,2,2
17756,4000,4000,4000.0,36,0.0579,121.31,1,2,26335,3,5,47000.0,1,11,0,1,2382,273,11,10.06,0,11,0,0,0,7,0,13695,0.494,13,0,0,4343.766207,4343.77,4000.0,343.77,0.0,29,98.43,58,0,1,0,2,2
21570,11500,11500,11450.0,36,0.0999,371.02,2,9,5268,1,1,63000.0,1,14,0,3,5033,434,23,15.05,0,71,1,0,0,17,0,11601,0.487,26,0,0,13124.82282,13067.76,11500.0,1624.82,0.0,16,4608.26,3,0,1,0,2,2
16012,10000,10000,10000.0,36,0.1306,337.23,3,12,18554,11,4,120000.0,2,9,0,3,7118,57,31,5.3,0,88,0,55,0,6,0,5493,0.549,21,0,0,12058.21726,12058.22,10000.0,2058.22,0.0,38,413.71,10,0,1,0,2,2
36714,12000,12000,6112.79,36,0.1166,396.63,3,13,23607,5,1,125000.0,1,46,0,2,13043,768,5,12.94,0,150,0,0,0,20,0,36467,0.629,38,0,0,14278.5178,7173.42,12000.0,2278.52,0.0,74,408.73,75,0,1,0,2,2
29697,13000,13000,13000.0,36,0.1311,438.69,3,12,16328,10,5,31200.0,1,22,0,3,6512,185,21,20.62,0,49,0,0,0,8,0,16992,0.512,8,0,0,15788.30204,15788.3,13000.0,2788.3,0.0,32,894.59,36,0,1,0,2,2
28274,5500,5500,5500.0,36,0.0714,170.17,1,3,8145,6,1,64000.0,1,20,0,10,81,304,10,8.98,0,350,1,0,0,12,0,11202,0.076,22,0,0,5941.454472,5941.45,5500.0,441.45,0.0,67,3225.58,65,0,1,0,2,2
13643,5000,5000,5000.0,36,0.0699,154.37,1,3,2497,11,4,36000.0,2,8,0,10,13772,790,5,0.67,0,241,0,29,0,7,0,71,0.006,18,0,0,572.44,572.44,250.73,91.51,14.84307692,66,50.0,1,0,1,0,1,1
36260,7500,7500,1007.107599,36,0.1103,245.65,3,11,3354,9,5,115000.0,1,42,0,3,9814,760,5,7.55,0,151,0,77,0,4,0,34753,0.952,11,0,0,8843.262334,1032.47,7499.99,1343.27,0.0,70,246.45,61,0,1,0,2,2
26647,11000,11000,11000.0,36,0.0751,342.22,1,4,13959,5,5,75000.0,2,18,0,14,17683,582,19,0.0,0,34,1,0,0,11,0,0,0.0,36,0,0,11701.38197,11701.38,11000.0,701.38,0.0,65,240.97,2,0,1,0,2,2
9751,12000,12000,11750.0,60,0.0849,246.15,1,5,4056,11,1,71000.0,2,5,0,13,6450,768,5,0.91,0,201,0,0,0,6,0,2419,0.121,26,0,0,14598.36999,14294.24,12000.0,2598.37,0.0,57,3537.1,35,0,1,0,2,2
24171,10000,10000,10000.0,36,0.1398,341.68,3,13,7927,11,4,65000.0,1,16,0,5,15275,83,34,5.91,0,272,0,32,0,6,0,10886,0.824,24,0,0,12050.4719,12050.47,10000.0,2050.47,0.0,13,3856.07,60,0,1,0,2,2
27127,4000,4000,4000.0,36,0.0676,123.07,1,2,9102,10,5,68000.0,1,19,0,3,13802,16,20,10.92,0,18,2,0,0,18,0,11574,0.28,54,0,0,4430.743335,4430.74,4000.0,430.74,0.0,26,145.39,55,0,1,0,2,2
6889,35000,18225,17733.41715,60,0.1649,447.96,4,18,4043,11,1,82000.0,3,4,0,2,4864,587,19,21.38,0,304,0,0,0,13,0,41613,0.613,31,0,0,22285.85531,21513.55,18225.0,4060.86,0.0,1,14686.24,11,0,1,0,2,2
12369,4000,4000,3975.0,36,0.1059,130.18,2,7,26724,11,5,49000.0,3,7,0,3,14556,649,43,11.73,0,146,1,0,0,9,0,6142,0.445,20,0,0,4686.462753,4657.17,4000.0,686.46,0.0,25,141.28,11,0,1,0,2,2
5014,20000,20000,19975.0,60,0.1942,523.45,5,23,27963,3,5,41145.6,3,3,0,3,5055,13,20,15.57,0,73,1,39,0,12,0,12180,0.714,18,0,0,31444.62,31405.31,20000.0,11444.62,0.0,49,561.07,19,0,1,0,2,2
25452,9600,9600,9100.0,36,0.1186,318.22,2,10,24146,2,1,48000.0,2,17,0,3,2631,636,43,23.15,0,259,0,0,0,17,0,12814,0.357,25,0,0,11456.98671,10860.27,9600.0,1856.99,0.0,18,356.06,9,0,1,0,2,2
35362,15000,15000,10832.40627,36,0.1632,529.71,5,23,17270,11,5,71000.0,3,35,0,12,1949,739,33,17.44,0,279,2,0,0,15,0,32142,0.862,18,0,0,17760.97,12349.84,11975.3,5342.91,23.37833913,21,60.0,1,0,1,0,1,1
22658,5000,5000,4996.807944,36,0.0617,152.5,1,3,23901,11,5,58296.0,2,15,0,3,12662,81,34,7.66,1,382,0,10,0,5,0,2151,0.173,17,0,0,5490.968752,5487.17,5000.0,490.97,0.0,19,160.3,18,0,1,0,2,2
14779,21000,21000,20950.0,36,0.0749,653.14,1,4,16488,11,1,90000.0,3,8,0,10,4864,818,47,10.28,0,167,0,0,0,11,0,16243,0.286,23,0,0,23512.80425,23456.82,21000.0,2512.8,0.0,35,698.03,4,0,1,0,2,2
10531,14000,14000,13750.0,36,0.0699,432.22,1,3,16660,7,5,70000.0,2,6,0,1,2382,189,21,14.61,0,22,0,0,0,6,0,877,0.048,15,0,0,14998.11095,14730.29,14000.0,998.11,0.0,32,524.65,16,0,1,0,2,2
31906,6000,6000,6000.0,36,0.1183,198.81,2,8,28125,4,1,200000.0,1,26,0,5,5820,47,7,15.1,0,48,3,0,0,16,0,22003,0.369,22,0,0,7156.887927,7156.89,6000.0,1156.89,0.0,5,217.62,11,0,1,0,2,2
12737,6400,6400,6400.0,60,0.1199,142.34,2,10,4679,4,5,45000.0,2,7,0,3,5055,777,5,9.65,0,246,0,76,106,7,1,2705,0.53,19,0,0,7324.625478,7324.63,6400.0,924.63,0.0,13,5197.89,27,0,1,1,2,2
29101,4000,4000,4000.0,36,0.1099,130.95,2,9,8100,5,5,35500.0,3,21,0,10,1372,636,43,0.88,0,146,1,0,0,5,0,760,0.034,5,0,0,4696.193674,4696.19,4000.0,696.19,0.0,5,783.64,32,0,1,0,2,2
27885,10750,10750,10750.0,36,0.1459,370.5,4,16,10866,6,5,37000.0,2,20,0,3,14492,745,5,22.54,0,110,0,0,0,7,0,11904,0.688,28,0,0,13338.57135,13338.57,10750.0,2588.57,0.0,6,385.49,55,0,1,0,2,2
9709,24500,24500,24225.0,60,0.1929,639.46,5,24,26728,5,1,60000.0,3,5,0,3,1704,394,35,12.82,0,45,0,0,0,8,0,19343,0.526,18,0,0,38367.54013,37936.88,24500.0,13867.54,0.0,53,639.4,25,0,1,0,2,2
24227,25000,25000,24700.0,60,0.1149,549.69,2,9,20087,6,4,90000.0,3,16,0,1,16051,171,38,6.04,0,158,0,0,0,9,0,1856,0.088,22,0,0,29534.01147,29179.6,25000.0,4534.01,0.0,8,18044.43,11,0,1,0,2,2
19380,13000,13000,13000.0,60,0.1074,280.97,2,9,4710,11,1,72000.0,1,12,0,10,10846,542,25,7.98,0,314,0,0,0,7,0,18199,0.722,12,0,0,16259.52141,16259.52,13000.0,3244.52,14.99999993,35,3573.28,11,0,1,0,2,2
26985,16750,16750,16725.0,60,0.1521,400.34,4,17,11147,11,1,52000.0,1,19,0,3,6934,125,34,24.44,0,269,1,32,0,10,0,10417,0.694,34,0,0,9884.32,9869.73,4976.35,4215.83,0.0,31,400.34,1,0,1,0,1,1
8630,3600,3600,3600.0,36,0.1199,119.56,2,10,26377,10,5,18000.0,1,5,0,10,13802,313,10,21.07,0,133,3,39,0,6,0,1374,0.393,8,0,0,4303.915434,4303.92,3600.0,703.92,0.0,30,120.25,58,0,1,0,2,2
15254,25000,25000,25000.0,36,0.1602,879.18,4,20,1661,4,5,130000.0,2,9,0,3,10111,769,5,8.77,1,63,0,7,0,10,0,9506,0.805,16,0,0,31171.64977,31171.65,25000.0,6171.65,0.0,9,3596.04,63,0,1,0,2,2
4087,13000,13000,13000.0,36,0.1596,456.79,3,15,2597,10,1,76800.0,2,3,0,8,13875,746,5,21.34,0,157,2,46,0,10,0,52166,0.97,27,0,0,16444.19939,16444.2,13000.0,3444.2,0.0,50,468.97,14,0,1,0,2,2
7211,12000,12000,11781.1696,60,0.1479,284.16,3,14,12441,10,5,65000.0,2,4,0,14,17683,510,15,24.74,0,45,2,0,0,11,0,33049,0.682,24,0,0,16678.28407,16252.04,12000.0,4678.28,0.0,48,880.2,11,0,1,0,2,2
22245,14500,14500,14375.0,60,0.1446,340.86,4,17,3178,11,5,46000.0,3,14,0,2,6611,185,21,24.97,0,304,0,69,0,7,0,14045,0.943,17,0,0,20279.27942,20104.46,14500.0,5764.28,14.99999996,43,165.35,43,0,1,0,2,2
239,4000,4000,4000.0,36,0.1903,146.69,5,22,12509,11,1,80000.0,1,1,0,13,10403,246,28,20.59,1,152,2,15,0,30,0,6654,0.226,56,0,0,4341.504299,4341.5,4000.0,341.5,0.0,37,785.51,19,0,1,0,2,2
5656,13600,13600,13600.0,36,0.0603,413.93,1,1,12612,5,5,85000.0,2,3,0,3,4864,138,38,22.94,0,64,1,0,0,10,0,16636,0.206,26,0,0,14152.07783,14152.08,13600.0,552.08,0.0,8,10842.05,11,0,1,0,2,2
21539,18000,18000,18000.0,60,0.152,430.12,4,19,14833,9,1,76300.0,2,14,0,3,2591,799,5,8.7,0,7,1,0,0,9,0,2078,0.192,18,0,0,25806.68002,25806.68,18000.0,7806.68,0.0,56,429.6,8,0,1,0,2,2
10048,6000,6000,6000.0,36,0.0699,185.24,1,3,22221,5,1,45000.0,1,6,0,5,125,517,15,8.05,0,7,1,0,0,9,0,9996,0.436,19,0,0,6472.31392,6472.31,6000.0,472.31,0.0,37,3511.05,11,0,1,0,2,2
28773,3000,3000,3000.0,36,0.0639,91.81,1,1,17355,11,1,70000.0,1,21,0,10,9408,763,5,8.37,0,307,0,0,0,13,0,55793,0.51,29,0,0,3305.044431,3305.04,3000.0,305.04,0.0,10,97.25,44,0,1,0,2,2
31604,20000,20000,19913.68487,36,0.1565,699.73,4,19,22634,11,5,52000.0,1,25,0,12,9034,108,34,0.35,0,189,1,0,0,4,0,39,0.006,9,0,0,25191.567,25076.39,20000.0,5191.57,0.0,16,741.5,32,0,1,0,2,2
36398,5800,4075,754.7,36,0.1197,135.29,3,14,24890,7,1,89018.0,1,45,0,2,4864,739,33,14.59,0,136,2,60,96,10,1,5529,0.825,19,0,0,4870.44,781.03,4074.96,795.48,0.0,72,135.29,64,0,1,1,2,2
9074,1200,1200,1200.0,36,0.0849,37.88,1,5,12984,11,5,43000.0,2,5,0,10,1317,166,38,3.85,0,47,1,0,0,4,0,4491,0.691,21,0,0,1359.547421,1359.55,1200.0,159.55,0.0,41,230.36,4,0,1,0,2,2
16469,25000,25000,20886.69425,60,0.1751,628.2,5,24,27799,5,5,180000.0,2,10,0,7,10743,764,5,10.25,0,478,0,76,0,6,0,35998,0.923,22,0,0,37526.85,28812.48,25000.0,12526.85,0.0,48,4232.25,39,0,1,0,2,2
26940,2100,2100,2100.0,36,0.1186,69.61,2,10,12428,11,1,62000.0,1,19,0,3,12682,323,2,22.39,0,43,3,0,100,6,1,1586,0.283,9,0,0,2506.272695,2506.27,2100.0,406.27,0.0,26,80.17,62,0,1,1,2,2
35875,6000,6000,1348.717603,36,0.1146,197.75,2,10,18108,4,5,29000.0,1,38,0,8,5531,809,37,4.34,0,124,1,36,0,7,0,3430,0.252,9,0,0,6949.610477,1546.31,6000.0,949.61,0.0,74,114.84,11,0,1,0,2,2
8514,13200,13200,13100.0,36,0.0542,398.11,1,1,4826,5,5,62000.0,1,5,0,3,4864,715,4,7.99,0,207,0,0,0,10,0,9662,0.191,20,0,0,14122.0446,14015.06,13200.0,922.04,0.0,6,6168.47,55,0,1,0,2,2
37201,25000,25000,2850.0,36,0.0964,802.47,2,9,21254,10,1,78000.0,1,50,0,5,8333,487,41,0.8,0,32,1,0,0,8,0,10605,0.221,27,0,0,26131.73499,2979.02,25000.0,1131.73,0.0,107,22120.23,95,0,1,0,2,2
18417,14000,14000,14000.0,60,0.1111,305.17,2,10,7363,5,1,49000.0,1,11,0,2,4864,328,2,16.68,0,64,2,0,0,12,0,10178,0.37,34,0,0,18002.16002,18002.16,14000.0,4002.16,0.0,50,4617.7,35,0,1,0,2,2
25467,5000,5000,5000.0,60,0.1632,122.45,4,20,20569,1,1,96504.0,1,17,0,10,13802,184,21,19.42,0,56,0,25,0,12,0,8521,0.442,27,0,0,7341.5,7341.5,5000.0,2341.5,0.0,57,367.34,11,0,1,0,2,2
15487,9600,9600,9600.0,60,0.1491,227.94,4,17,4804,7,5,59964.0,3,9,0,3,3836,760,5,19.27,0,30,0,0,0,9,0,18097,0.947,33,0,0,13650.13002,13650.13,9600.0,4050.13,0.0,27,1113.43,20,0,1,0,2,2
11076,4800,4800,4750.0,36,0.0542,144.77,1,1,3781,5,1,35000.0,1,6,0,5,8441,119,34,15.74,0,336,0,0,0,18,0,9764,0.202,38,0,0,5211.610511,5157.32,4800.0,411.61,0.0,25,156.51,63,0,1,0,2,2
29996,10000,10000,8660.574507,36,0.0788,312.81,1,5,15935,2,5,70000.0,1,23,0,7,17692,19,20,5.42,0,162,2,0,0,13,0,4140,0.092,25,0,0,11261.05727,9642.41,10000.0,1261.06,0.0,34,317.45,11,0,1,0,2,2
3320,3200,3200,3200.0,36,0.1349,108.58,3,11,27105,11,1,78000.0,2,2,0,3,14367,283,11,15.26,0,74,2,29,0,9,0,9402,0.723,25,0,0,3908.767275,3908.77,3200.0,708.77,0.0,17,121.67,30,0,1,0,2,2
23294,10500,10500,10500.0,60,0.1719,262.03,5,23,9721,4,1,65000.0,2,15,0,3,15883,409,35,21.08,0,241,3,24,0,8,0,12112,0.977,32,0,0,13723.54318,13723.54,10500.0,3223.54,0.0,5,7449.94,11,0,1,0,2,2
26199,3000,3000,3000.0,60,0.1558,72.29,4,18,9698,6,1,49000.0,2,18,0,3,16918,185,21,7.67,1,35,0,22,0,11,0,2999,0.537,20,0,0,4337.079999,4337.08,3000.0,1337.08,0.0,62,75.92,13,0,1,0,2,2
8870,3075,3075,3075.0,36,0.1523,106.95,3,15,23562,11,1,32678.4,3,5,0,3,4864,20,39,23.06,0,297,3,52,0,9,0,7279,0.7,32,0,0,3589.745191,3589.75,3075.0,514.75,0.0,16,1990.07,1,0,1,0,2,2
27083,5000,5000,5000.0,36,0.1186,165.74,2,10,29093,3,1,72000.0,2,19,0,3,5496,660,43,17.0,1,84,2,5,0,7,0,4172,0.515,9,0,0,5967.483992,5967.48,5000.0,967.48,0.0,26,196.05,1,0,1,0,2,2
33514,12800,12800,12300.0,36,0.1284,430.31,3,12,26505,7,5,60000.0,1,29,0,3,4067,397,35,11.62,0,178,0,0,0,13,0,13957,0.461,15,0,0,15491.52807,14886.4,12800.0,2691.53,0.0,24,437.12,31,0,1,0,2,2
13481,30000,30000,29975.0,60,0.1799,761.64,5,21,5219,7,5,57600.0,3,8,0,3,5055,626,43,14.44,0,55,0,37,0,6,0,9566,0.23,12,0,0,20064.78,20048.14,6790.87,7665.85,0.0,37,761.64,1,0,1,0,1,1
29041,5000,5000,4850.0,36,0.1496,173.24,4,17,4163,8,5,92000.0,1,21,0,2,13150,790,5,9.89,0,284,2,42,0,5,0,3567,0.649,10,0,0,6236.648949,6049.55,5000.0,1236.65,0.0,1,187.93,11,0,1,0,2,2
34758,24000,24000,12958.21654,36,0.1347,814.15,3,14,15714,10,1,100000.0,3,33,0,12,15438,175,8,7.25,0,65,3,0,0,5,0,5,0.002,10,0,0,29300.00544,14634.36,23999.99,5300.01,0.0,51,1628.4,64,0,1,0,2,2
8663,1000,1000,1000.0,36,0.1799,36.15,5,21,24329,1,5,24000.0,3,5,0,3,11738,809,37,12.65,0,113,0,0,0,7,0,3049,0.984,9,0,0,159.6,159.6,86.03,58.23,14.98453608,47,87.3,11,0,1,0,1,1
17289,4000,4000,4000.0,36,0.138,136.33,3,14,26392,2,1,57600.0,1,10,0,1,1292,315,10,14.29,0,314,1,39,0,6,0,46843,0.564,17,0,0,4907.538477,4907.54,4000.0,907.54,0.0,41,143.08,14,0,1,0,2,2
20732,24000,24000,23875.0,60,0.1706,597.24,5,24,27071,8,1,77257.0,3,13,0,9,11738,633,43,14.88,0,191,0,44,0,12,0,3038,0.2,37,0,0,5176.5,5149.59,1867.33,2306.14,0.0,69,597.24,1,0,1,0,1,1
16796,3500,3500,3500.0,36,0.1037,113.55,2,8,6763,8,5,42000.0,1,10,0,2,3990,77,34,21.91,0,145,1,35,0,11,0,3279,0.066,61,0,0,4087.553199,4087.55,3500.0,587.55,0.0,21,115.9,14,0,1,0,2,2
28480,4200,4200,4200.0,36,0.1348,142.49,3,13,11981,10,4,12000.0,2,20,0,5,9210,583,19,7.4,1,125,0,1,0,8,0,2863,0.175,13,0,0,3214.09,3214.09,2352.95,769.0,14.9774985,51,142.49,1,0,1,0,1,1
25130,3000,3000,3000.0,36,0.1186,99.45,2,10,27105,3,5,31200.0,2,17,0,3,2360,473,24,23.81,0,122,0,0,0,3,0,7661,0.923,9,0,0,3580.542858,3580.54,3000.0,580.54,0.0,18,118.59,9,0,1,0,2,2
6873,30000,30000,29450.0,36,0.1171,992.28,2,8,12509,11,1,200100.0,3,4,0,3,5431,175,8,8.79,0,289,0,39,0,11,0,24049,0.29,25,0,0,35722.04999,35067.15,30000.0,5722.05,0.0,23,1012.06,11,0,1,0,2,2
17105,15000,15000,15000.0,36,0.1074,489.24,2,9,27265,11,1,60000.0,2,10,0,3,4864,131,38,26.02,0,165,2,0,0,9,0,21008,0.651,35,0,0,17286.48575,17286.49,15000.0,2286.49,0.0,1,6057.62,24,0,1,0,2,2
34774,3500,3500,3477.82,36,0.1474,120.88,4,18,7859,11,1,97992.0,1,33,0,10,13802,568,17,19.94,0,41,3,0,0,20,0,36162,0.895,43,0,0,3339.86,3308.68,2471.46,786.76,29.9454004,70,120.88,1,0,1,0,1,1
1444,1200,1200,1200.0,36,0.1349,40.72,3,11,1624,4,1,60000.0,1,1,0,5,8388,253,28,22.4,0,85,1,47,0,9,0,10980,0.947,20,0,0,1213.78,1213.78,1200.0,13.78,0.0,47,1213.83,43,0,1,0,2,2
2315,12800,12800,12800.0,36,0.1242,427.72,2,9,6761,4,5,38000.0,1,2,0,2,5413,646,43,22.58,0,91,2,0,0,7,0,7829,0.932,14,0,0,11334.69,11334.69,8357.55,2318.62,21.35699383,20,427.72,1,0,1,0,1,1
34564,15000,15000,8081.647519,36,0.1316,506.56,3,13,24178,9,1,31000.0,2,32,0,3,4316,275,11,13.16,0,269,2,0,0,3,0,4923,0.703,8,0,0,18235.75783,9089.26,15000.0,3235.76,0.0,52,513.17,1,0,1,0,2,2
3134,6625,6625,6625.0,36,0.1825,240.35,4,20,6115,4,1,64800.0,3,2,0,3,12926,818,47,21.83,0,247,1,41,0,13,0,11792,0.976,32,0,0,8651.165369,8651.17,6625.0,2026.17,0.0,23,485.23,11,0,1,0,2,2
29087,25000,25000,23734.33558,36,0.1062,814.0,2,8,25972,11,1,80000.0,1,21,0,3,9337,43,7,12.96,0,3,0,0,0,11,0,16831,0.248,38,0,0,28480.88903,27019.38,25000.0,3480.89,0.0,47,12223.61,11,0,1,0,2,2
24580,10000,10000,9875.0,36,0.0714,309.42,1,3,1202,10,1,90000.0,1,17,0,7,9901,175,8,7.55,0,188,0,0,0,9,0,1902,0.143,12,0,0,10282.72206,10154.18,10000.0,282.72,0.0,75,9046.86,76,0,1,0,2,2
3233,10000,10000,10000.0,36,0.089,317.54,1,5,901,3,5,30000.0,1,2,0,3,4864,796,5,11.8,0,90,0,0,0,5,0,9769,0.758,15,0,0,11431.12,11431.12,10000.0,1431.12,0.0,17,324.52,57,0,1,0,2,2
19388,10000,10000,9925.0,36,0.1,322.68,2,7,28596,1,5,65000.0,3,12,0,3,5056,56,31,11.89,0,43,0,33,0,7,0,33375,0.566,17,0,0,11617.61246,11530.48,10000.0,1617.61,0.0,29,370.94,56,0,1,0,2,2
29959,9800,9800,8800.0,36,0.0751,304.88,1,4,2735,3,4,53000.0,1,22,0,7,11657,753,5,8.97,0,83,0,0,0,7,0,5241,0.27,19,0,0,10725.51034,9631.07,9800.0,925.51,0.0,65,20.52,1,0,1,0,2,2
28616,10000,10000,9950.0,36,0.1273,335.67,3,11,10083,8,1,39996.0,3,21,0,3,15469,818,47,9.57,1,77,1,21,0,7,0,2400,0.144,8,0,0,12084.61472,12024.19,10000.0,2084.61,0.0,10,367.9,40,0,1,0,2,2
3671,35000,35000,34750.0,60,0.2235,973.64,6,30,3350,3,1,240000.0,2,2,0,12,813,717,4,3.9,1,10,2,3,0,13,0,37474,0.786,17,0,0,47270.1901,46932.55,35000.0,12270.19,0.0,18,27806.95,7,0,1,0,2,2
2768,9000,9000,9000.0,36,0.1596,316.24,3,15,10214,4,5,54000.0,1,2,0,3,7215,763,5,8.27,0,65,1,0,0,9,0,7962,0.959,16,0,0,11400.49461,11400.49,9000.0,2384.68,15.81000003,2,328.59,6,0,1,0,2,2
2206,20000,20000,19950.0,60,0.1677,494.59,4,17,28671,11,5,110000.0,3,1,0,3,5055,89,34,5.5,0,170,1,0,0,5,0,16096,0.925,16,0,0,28203.27,28132.76,18557.51,9645.76,0.0,59,494.59,11,0,1,0,1,2
7200,9050,9050,9050.0,36,0.0599,275.28,1,2,27737,3,5,30000.0,1,4,0,3,2348,752,5,16.56,0,107,0,0,0,10,0,4347,0.239,22,0,0,9896.379706,9896.38,9050.0,846.38,0.0,35,1364.0,12,0,1,0,2,2
34644,18000,18000,11963.14823,36,0.1189,596.96,2,9,27425,11,5,70000.0,1,33,0,3,2782,510,15,11.23,1,27,0,18,0,6,0,11286,0.695,7,0,0,21233.3323,13464.75,18000.0,3233.33,0.0,69,5732.44,11,0,1,0,2,2
32260,18000,18000,17900.0,36,0.1148,593.44,2,7,27133,5,5,85000.0,1,26,0,3,11194,763,5,19.71,0,44,0,31,0,13,0,3519,0.121,25,0,0,19649.97726,19540.81,18000.0,1649.98,0.0,74,2761.72,75,0,1,0,2,2
10679,6000,6000,6000.0,36,0.1099,196.41,2,8,6498,11,1,59700.0,1,6,0,14,17683,2,20,10.35,0,192,1,32,0,13,0,4750,0.191,47,0,0,6357.036469,6357.04,6000.0,357.04,0.0,51,5184.14,64,0,1,0,2,2
10054,12500,12500,12500.0,36,0.0599,380.22,1,2,28264,5,1,75000.0,3,6,0,3,4864,474,24,19.02,0,114,0,0,0,16,0,4831,0.129,29,0,0,13604.31009,13604.31,12500.0,1104.31,0.0,19,3720.08,7,0,1,0,2,2
13135,10000,10000,10000.0,36,0.0699,308.73,1,3,157,10,5,68000.0,2,7,0,2,4253,56,31,22.52,0,114,0,0,0,19,0,2793,0.076,34,0,0,11114.09033,11114.09,10000.0,1114.09,0.0,39,315.65,11,0,1,0,2,2
16198,12000,12000,12000.0,36,0.1111,393.5,2,10,25270,10,1,62004.0,2,9,0,5,8388,739,33,16.14,1,145,2,12,0,8,0,12175,0.801,25,0,0,13233.28108,13233.28,12000.0,1233.28,0.0,52,8527.2,34,0,1,0,2,2
30297,2400,2400,2400.0,36,0.1311,80.99,3,12,20255,3,5,24000.0,1,23,0,3,14370,509,15,18.2,0,105,3,0,0,2,0,1060,0.424,4,0,0,2915.729109,2915.73,2400.0,515.73,0.0,34,86.68,10,0,1,0,2,2
31437,8400,8400,8355.347147,36,0.1357,285.34,3,13,5823,11,1,58868.0,1,25,0,2,7780,271,11,21.34,0,303,0,0,0,12,0,55072,0.878,21,0,0,10273.1575,10215.54,8400.0,1873.16,0.0,16,323.51,6,0,1,0,2,2
2865,5100,5100,5100.0,36,0.079,159.59,1,4,21801,5,5,53000.0,2,2,0,10,17213,746,5,12.63,0,130,0,0,0,6,0,7860,0.845,16,0,0,5744.847208,5744.85,5100.0,644.85,0.0,17,160.98,57,0,1,0,2,2
25963,10000,10000,9845.316656,60,0.1038,214.35,2,6,26349,6,1,48000.0,1,18,0,7,12,433,23,11.72,0,190,0,0,0,10,0,3207,0.192,37,0,0,11863.42434,11678.05,10000.0,1863.42,0.0,13,6525.45,33,0,1,0,2,2
25004,15250,15250,15225.0,60,0.1521,364.48,4,17,21991,10,5,38004.0,3,17,0,3,605,534,25,21.57,1,234,1,10,0,12,0,22427,0.326,20,0,0,21835.65387,21799.86,15249.99,6585.66,0.0,61,1823.57,11,0,1,0,2,2
3728,22000,22000,22000.0,36,0.0751,684.44,1,3,24646,11,1,115000.0,3,2,0,12,15901,542,25,0.31,0,254,0,0,0,9,0,286,0.008,23,0,0,24639.7532,24639.75,22000.0,2639.75,0.0,50,722.26,57,0,1,0,2,2
26370,10000,10000,9900.0,36,0.1361,339.89,3,12,9752,5,1,99996.0,1,18,0,10,1131,49,7,7.64,0,239,0,54,0,8,0,0,0.0,30,0,0,12183.80689,12061.97,10000.0,2183.81,0.0,34,372.47,16,0,1,0,2,2
25157,19750,19750,19750.0,60,0.1632,483.65,4,20,25253,11,1,57228.0,3,17,0,2,2650,272,11,23.74,0,299,0,0,0,10,0,42054,0.918,23,0,0,28728.73003,28728.73,19750.0,8978.73,0.0,23,5050.89,14,0,1,0,2,2
18402,16000,16000,15975.0,60,0.1417,373.71,3,15,2073,8,5,50000.0,2,11,0,3,6991,277,11,20.81,0,233,2,61,0,7,0,10899,0.509,14,0,0,22074.93,22040.44,16000.0,6074.93,0.0,2,4912.46,63,0,1,0,2,2
26020,4000,4000,4000.0,36,0.0676,123.07,1,2,5580,1,4,63600.0,1,18,0,1,1292,718,4,22.09,0,118,0,0,0,7,0,12758,0.519,21,0,0,4423.838129,4423.84,4000.0,423.84,0.0,1,619.75,62,0,1,0,2,2
21066,7000,7000,7000.0,36,0.1446,240.82,4,17,13724,3,5,40000.0,2,13,0,14,6128,81,34,6.78,0,94,1,0,0,5,0,8019,0.932,5,0,0,8626.95439,8626.95,7000.0,1626.95,0.0,26,1403.68,11,0,1,0,2,2
27486,25000,25000,23324.15453,60,0.1682,618.9,5,22,8105,11,1,119500.0,3,19,0,3,11815,385,35,19.22,0,198,3,0,0,10,0,15251,0.267,33,0,0,37133.75276,33584.47,24999.99,12133.76,0.0,62,648.38,11,0,1,0,2,2
